"Definition","is_misogyny"
"One who invariably finds themselves error prone when it comes to computers or other electronic devices. Unlike someone who is simply not very good with technology, an Errorist seems to evoke all error messages possible in any given electronic system as frequently as possible.",0
"One who looks fantastic from about a block away, but as you get closer to the person, he or she has major flaws; i.e. the beautiful tan skin is baggy or wrinkled, the bleached-blond hair is dry and straw-like, etc. The person is, overall, less hot than originally anticipated.",0
"One who says they love electronic dance music but their favorite track is Levels and favorite DJ/artist is Pauly D. These people pose a threat to the electronic music scene and may be considered on the same level as people who wear Tapout shirts and don't fight competitively.",0
"One who sees the truth about the world, even when the rest of society chooses to ignore the fact that the government is a corporation, we are constantly being monitored by cameras, and we are rapidly loosing what little freedom we had to begin with. \r\nSee: [The Patriot Act]",0
"One who takes advantage of the ambulance moving down the highway - disrupting other vehicles from merging back into traffic.  Basically, an ambulass follows the ambulance through traffic - cutting off all motorists along the way.  An amubulass usually drives an SUV or Hummer.",0
"One who thinks his shit doesn't stink and is unyielding to bend the rules.  An idealist who believes he's been bestowed divine right and believes he can ""walk on water"", literally.  One who takes it upon himself to enforce any and all rules with extreme prejudice.  A hardass.",0
"Ordinarily, a military definition meaning the ""Fucking New Guy."" However, in a business type environment where obscenities are not appropriate, can refer to the ""Foolish New Grunt"" who has to do the unfavorable, laborious, and generally awful tasks before proving their worth.",0
"Orgasm by sexual fantasy. Titillation of another's genital organs, erotic stimulation especially of one's genital organs commonly resulting in orgasm and achieved by manual contact or by sexual fantasies.Sometimes used to refer to semen in the reservoir at the end of a condom",0
"Originally created to define someone who is not 'gangsta'. Rotating these words started the phrase 'Gangsta, Not' which sounded very similar to 'astronaut'. Hence, Gangstanaut was created to define a fake thug or someone who thinks they are 'gangsta' - but are obviously NOT. ",0
"Originally this condition was used to describe the extreme [shrinkage] caused by drinking alcohol, turning even the largest dicks into mere helmets in the bush.\r\n\r\nMore recent usage of the word has devolved to a more general description of being too drunk to get a hard-on",0
"Originlly from the movie The Fifth Element. The female lead was ten thousand years old and hot (Milla Jovovich opposite Bruce Willis)\r\nShe was learning English at an alarming but humorous rate.\r\n\r\nSlang: Any attractive woman you're trying to teach your language to. \r\n",0
"Pacific Island Gangsta\r\nA Polynesian teenager who lives in Auckland, New Zealand and is descended from overstayers.  These nesians think that because they are coloured, they can be like Afro-Americans.  PIGs choose a random colour and hand sign to ""represent"" at each other.",0
"Patrick swayze was the hottest thing to all\r\nThe skraggled curly hair having moms of\r\nThe 80's. his legacy of over-rated\r\n80's sexiness carried into modern day as a\r\nForm of expression to how sexy something\r\nYou've done or created, or even just looking in the mirror",0
"People from the mountains of Murree, Taxila, Abbotabad and other hilly areas on the outskirts of Rawalpindi/Islamabad in Pakistan.\n\nUsually stereotyped as unintelligent and dumb people who speak a strange language in an even stranger accent.\n\nSocial classification: Paindu",0
"People who want to write letters to other people around the world. They send each other long letters about their life and culture.\r\nThis is usually done by people who have nothing better to do.\r\nOr just by people who have an interest in learning about other peoples lifes.",0
"Persistently asking the people around you what time is, even if all they do is mention the word time. A strenuous yet deep exercise used to work the mind, irritate those around you, and shut up those who do not have the experience that exists to debate the properties of time.",0
"Person of small intelligence, slow of mind. Like the moron who posted a definition of ""alot"" and said it was a real word! \r\n\r\nEver see a definition that is completely accurate with lots of thumbs up, but for no good reason has a couple of thumbs down? Yep, a moron dunit. ",0
"Person who fawns all over a Google employee either in person or in a discussion thread in an attempt to win favor with that employee and hopefully gain inside information, a free trip to the Googleplex, a job with Google, or some other Google perk.  A derivative of sycophant.",0
"Ping Pusher (Ping Pusher) (N) - 1. One who does what they call light theming, of any electronic device's interface, by simply changing PNG files. These PNG files are often times the own work of the PNG Pusher, but can hardly be called a theme, as no actual coding is involved.",0
"Podfapping is the act of watching pornography on an [iPod], or, in appropriate situations (such at school/work/or while using public transportation), jerking off to the pornography displayed on the [iPod].\r\n\r\nPodfapping is also known as iFapping or iFap, or podsterbating.",0
"Pontiac Trans Am, based on the General Motors F-body.  Best examples made in third generation or older.  Best if used to run blocker for a semi bootlegging Coors from Texarkana to Atlanta.  New models often seen being driven by elitist idiots who dont deserve to wash a T/A.  ",0
"Portmanteau of the words ""burp"" and ""fart."" Describes a particularly malodorous and rancid release of gas from the digestive tract (mainly esophagus and stomach) through the mouth, commonly occurring after a snack of raw broccoli. Often mistaken with anal flatulence (a fart).",0
"Probably one of the best blogs on the internet, because it's a bunch of hipster hating hipsters, and they're cool because they can take a little joke about themselves,\n\nMade by Carles, but no one really knows who Carles is, a girl or a guy, old or young, etc. We don't know.",0
"Probably the sexiest pokemon in the world. Evolves from a shitty Feebas thats hard as anything to catch in the game. You can only evolve Feebas with 'Love' - whatever the fuck that is. But having a miltoic makes you a total bro. They're fucking dragons that live in the water!",0
"Pronunciation: \\èÎkoíàr-ƒª-èöjen-dƒªm \\\r\nFunction: noun\n\nEtymology: New American, from Latin\r\nDate: 2010\n\n: The personified form of a corrigendum; a person who discovers his error after it is printed and widely disseminated, and must issue an embarrassing correction",0
"Prosecuters who would rather play guitar, and perhaps should. They keep their hairs in drilled tips to pierce the Heavens or to just make themselves feel pretty. They are fun to throw snackoos at, so do so if you see one. They also like to seduce opposing lawyers after court.",0
"Pundernarkel is somone who can't handle alcoholic beverages, They drink to the rank of a aboriginal elder and often urinate on friends couches, a pundernarkel will regularly fight with family and friends but due to the level of intoxication will generally end up knocked out .",0
"Quirky, lovable, always happy-go-lucky. Gorgeous, smart and sexy wrapped up in a small, multi-coloured package. Loves to laugh, is loyal and trust-worthy and fiercely protective of true friends.\n\nEveryone wants to be around her, girls want to be her, guys want to marry her.",0
"Quiz show broadcast around New Year, hosted by [Jimmy Carr]. 3 teams of celebrities answer questions about things which happened over the previous year. 12 rounds, one for each month. Regular celebrity contestants include [Noel Fielding], [Russell Brand] and [David Mitchell].",0
"Rachel's are very smart and talented in there own ways.\r\nThey can be very self-concious or self-loathing.They need comfort and love to get through tough times -more than people usually do.They are very independant girls , who need freedom or will start to get very annoying.",0
"Random, indecipherable strings of [gibberish] resulting from indiscriminate use of an online translator. Closely resembles the [Pentecostal] practice of ""glossalalia"" - the act of babbling [gobbledygook] and falling down like an ass in front of a whole congregation of people.",0
"Refers to any fraternity member who revives Only dry hand jobs from half way decent looking girls. The spencer usually wears glasses and can be spotted walking around campus with a doucher acoustic guitar. Word on the street is a spencer will eat ass if given the opportunity.",0
"Refers to ones Residence or Dwelling where the occuopant spends most of their time , the ""Labroth"" is a gathering place , most commonly used for Chill sessions and/or Consuming of Alcoholic Substances. Labroths vary from shacks to Basements and Fully furnished Condo's.   \r\n",0
"Reincarnation of a legendary Iranian hero, he walks among us today, shining his brilliance and charisma to all whom he interacts with. It is rumored that his power level is so great that it broke Vegeta's power level reader in a single glance. He will do great things in life.",0
"Reiner is another name for ""Human Garbage.""\n\nIt is TOO BAD that their LYING, CHEATING, MOTHER-FUCKING GENES were not WIPED OUT with all the Other Fucking NAZI's during WWII.\n\nThey are mostly ARROGANT, SHIT FOR BRAINS, TURDS that Will TRY TO FUCK YOU OVER anytime they can.",0
"Ricardo Garcia, Boocifer. The love of my life? The man I want to marry one of these days. The guy who makes me feel like a queen. He completes my life in every way possible. I never knew what love truely was until i met him, hes my one and only.\n\nforever and fucking always.",0
